Reporting Month,Active Projects,New Projects,Average Days in Discovery Phase,5% Trimmed Mean Days in Discovery Phase,Median Days in Discovery Phase,Average Days in Pre-IRB Design Phase,5% Trimmed Mean Days in Pre-IRB Design Phase,Median Days in Pre-IRB Design Phase,Average Days in IRB Approval Pending Phase,5% Trimmed Mean Days in IRB Approval Pending Phase,Median Days in IRB Approval Pending Phase,Average Days in IRB Revisions/Amendment Phase,5% Trimmed Mean Days in IRB Revisions/Amendment Phase,Median Days in IRB Revisions/Amendment Phase,Average Days in Analytics/Informatics Data Collection Phase,5% Trimmed Mean Days in Analytics/Informatics Data Collection Phase,Median Days in Analytics/Informatics Data Collection Phase,Average Days in Manual Chart Review Phase,5% Trimmed Mean Days in Manual Chart Review Phase,Median Days in Manual Chart Review Phase,Average Days in Prospective Data Collection Phase,5% Trimmed Mean Days in Prospective Data Collection Phase,Median Days in Prospective Data Collection Phase,Average Days in Analysis Phase,5% Trimmed Mean Days in Analysis Phase,Median Days in Analysis Phase,New Intakes Project Count,Discovery Phase Project Count,Pre-IRB Design Phase Project Count,IRB Approval Pending Phase Project Count,IRB Revisions/Amendment Phase Project Count,Analytics/Informatics Data Collection Phase Project Count,Manual Chart Review Phase Project Count,Prospective Data Collection Phase Project Count,Analysis Phase Project Count,On Hold Project Count,Dissemination Phase Project Count,Denied Consults Project Count,Inactive Project Count,Average Days to IRB Submission,5% Trimmed Mean Days to IRB Submission,Median Days to IRB Submission,Average Days to IRB Approval,5% Trimmed Mean Days to IRB Approval,Median Days to IRB Approval,Average Days to Analysis,5% Trimmed Mean Days to Analysis,Median Days to Analysis,Average Days in Analysis,5% Trimmed Mean Days in Analysis,Median Days in Analysis,Average Days to Completion,Median Days to Completion,Projects Completed During Month,Projects Placed On Hold During Month
July 2026,54,5,56.3,56.3,13.0,242.2,236.8,227.0,44.0,44.0,44.0,69.8,69.8,56.0,28.8,28.8,29.0,177.8,177.8,102.5,71.3,71.3,66.0,16.0,16.0,6.0,0,3,28,1,6,4,4,3,5,50,38,10,9,228.6,212.3,168.0,262.1,242.9,209.0,188.2,188.2,191.0,67.0,67.0,67.0,394.3,336.8,3,6
